Mod:Item:MetaData, Localized Name
magicbees:resource:3, Wither Skeleton Bone Chip
magicbees:resource:4, Wither Skeleton Skull Fragment
magicbees:resource:5, Draconic Dust
magicbees:resource:6, Draconic Chunk
magicbees:resource:7, Essence of False Life
magicbees:resource:8, Essence of a Shallow Grave
magicbees:resource:9, Essence of Lost Time
magicbees:resource:10, Essence of Everlasting Durability
magicbees:resource:11, Essence of Scornful Oblivion
magicbees:resource:12, Essence of Fickle Permanence
magicbees:resource:13, Dimensional Singularity
magicbees:orepart:0, Diamond Shard
magicbees:orepart:1, Emerald Shard
magicbees:orepart:2, Apatite Shard
magicbees:orepart:3, Copper Nugget
magicbees:orepart:4, Tin Nugget
magicbees:orepart:5, Bronze Nugget
magicbees:mysteriousmagnet:0, Mysterious Magnet
magicbees:mysteriousmagnet:2, Mysterious Magnet
magicbees:mysteriousmagnet:4, Mysterious Magnet
magicbees:mysteriousmagnet:6, Mysterious Magnet
magicbees:mysteriousmagnet:8, Mysterious Magnet
magicbees:mysteriousmagnet:10, Mysterious Magnet
magicbees:mysteriousmagnet:12, Mysterious Magnet
magicbees:mysteriousmagnet:14, Mysterious Magnet
magicbees:mysteriousmagnet:16, Mysterious Magnet
magicbees:mysteriousmagnet:18, Mysterious Magnet
magicbees:moondial, Jade Moon Dial
magicbees:manasteelgrafter, Manasteel Grafter
magicbees:manasteelscoop, Manasteel Scoop
magicbees:backpack_thaumaturge_t1, Thaumaturge's Backpack
magicbees:backpack_thaumaturge_t2, Woven Thaumaturge's Backpack
magicbees:jelly_babies, Handful of Jelly Babies
magicbees:frames.resilient, Resilient Frame
magicbees:frames.metabolic, Metabolic Frame
magicbees:frames.gentle, Gentle Frame
magicbees:frames.necrotic, Necrotic Frame
magicbees:frames.temporal, Temporal Frame
magicbees:frames.oblivion, Oblivion Frame
magicbees:frames.magic, Magic Frame
magicbees:hiveblock:0, Curious Hive
magicbees:hiveblock:1, Unusual Hive
magicbees:hiveblock:2, Resonating Hive
magicbees:hiveblock:3, Deep Hive
magicbees:hiveblock:4, Infernal Hive
magicbees:hiveblock:5, Oblivion Hive
magicbees:effectjar, Bee Collector's Jar
magicbees:enchanted_earth, Enchanted Earth
mekores:mekanismore:0, Uranium Crystal
mekores:mekanismore:1, Uranium Shard
mekores:mekanismore:2, Uranium Clump
mekores:mekanismore:3, Dirty Uranium Dust
mekores:mekanismore:4, Uranium Dust
mekores:mekanismore:5, Yellorium Crystal
mekores:mekanismore:6, Yellorium Shard
mekores:mekanismore:7, Yellorium Clump
mekores:mekanismore:8, Dirty Yellorium Dust
mekores:mekanismore:9, Yellorium Dust
mekores:mekanismore:10, Nickel Crystal
mekores:mekanismore:11, Nickel Shard
mekores:mekanismore:12, Nickel Clump
mekores:mekanismore:13, Dirty Nickel Dust
mekores:mekanismore:14, Nickel Dust
mekores:mekanismore:15, Platinum Crystal
mekores:mekanismore:16, Platinum Shard
mekores:mekanismore:17, Platinum Clump
mekores:mekanismore:18, Dirty Platinum Dust
mekores:mekanismore:19, Platinum Dust
mekores:mekanismore:20, Iridium Crystal
mekores:mekanismore:21, Iridium Shard
mekores:mekanismore:22, Iridium Clump
mekores:mekanismore:23, Dirty Iridium Dust
mekores:mekanismore:24, Iridium Dust
mekores:mekanismore:25, Mithril Crystal
mekores:mekanismore:26, Mithril Shard
mekores:mekanismore:27, Mithril Clump
mekores:mekanismore:28, Dirty Mithril Dust
mekores:mekanismore:29, Mithril Dust
mekores:mekanismore:30, Aluminum Crystal
mekores:mekanismore:31, Aluminum Shard
mekores:mekanismore:32, Aluminum Clump
mekores:mekanismore:33, Dirty Aluminum Dust
mekores:mekanismore:34, Aluminum Dust
mekores:mekanismore:35, Cobalt Crystal
mekores:mekanismore:36, Cobalt Shard
mekores:mekanismore:37, Cobalt Clump
mekores:mekanismore:38, Dirty Cobalt Dust
mekores:mekanismore:39, Cobalt Dust
mekores:mekanismore:40, Ardite Crystal
mekores:mekanismore:41, Ardite Shard
mekores:mekanismore:42, Ardite Clump
mekores:mekanismore:43, Dirty Ardite Dust
mekores:mekanismore:44, Ardite Dust
mekores:mekanismore:45, Starmetal Crystal
mekores:mekanismore:46, Starmetal Shard
mekores:mekanismore:47, Starmetal Clump
mekores:mekanismore:48, Dirty Starmetal Dust
mekores:mekanismore:49, Starmetal Dust
mekores:mekanismore:50, Draconium Crystal
mekores:mekanismore:51, Draconium Shard
mekores:mekanismore:52, Draconium Clump
mekores:mekanismore:53, Dirty Draconium Dust
mekores:mekanismore:54, Draconium Dust
mekores:mekanismore:55, Beryllium Crystal
mekores:mekanismore:56, Beryllium Shard
mekores:mekanismore:57, Beryllium Clump
mekores:mekanismore:58, Dirty Beryllium Dust
mekores:mekanismore:59, Beryllium Dust
mekores:mekanismore:60, Boron Crystal
mekores:mekanismore:61, Boron Shard
mekores:mekanismore:62, Boron Clump
mekores:mekanismore:63, Dirty Boron Dust
mekores:mekanismore:64, Boron Dust
mekores:mekanismore:65, Lithium Crystal
mekores:mekanismore:66, Lithium Shard
mekores:mekanismore:67, Lithium Clump
mekores:mekanismore:68, Dirty Lithium Dust
mekores:mekanismore:69, Lithium Dust
mekores:mekanismore:70, Magnesium Crystal
mekores:mekanismore:71, Magnesium Shard
mekores:mekanismore:72, Magnesium Clump
mekores:mekanismore:73, Dirty Magnesium Dust
mekores:mekanismore:74, Magnesium Dust
mekores:mekanismore:75, Thorium Crystal
mekores:mekanismore:76, Thorium Shard
mekores:mekanismore:77, Thorium Clump
mekores:mekanismore:78, Dirty Thorium Dust
mekores:mekanismore:79, Thorium Dust
mekores:mekanismore:80, Zirconium Crystal
mekores:mekanismore:81, Zirconium Shard
mekores:mekanismore:82, Zirconium Clump
mekores:mekanismore:83, Dirty Zirconium Dust
mekores:mekanismore:84, Zirconium Dust
mekores:mekanismore:85, Titanium Crystal
mekores:mekanismore:86, Titanium Shard
mekores:mekanismore:87, Titanium Clump
mekores:mekanismore:88, Dirty Titanium Dust
mekores:mekanismore:89, Titanium Dust
mekores:mekanismore:90, Desh Crystal
mekores:mekanismore:91, Desh Shard
mekores:mekanismore:92, Desh Clump
mekores:mekanismore:93, Dirty Desh Dust
mekores:mekanismore:94, Desh Dust
mekores:mekanismore:95, Carbon Crystal
mekores:mekanismore:96, Carbon Shard
mekores:mekanismore:97, Carbon Clump
mekores:mekanismore:98, Dirty Carbon Dust
mekores:mekanismore:99, Carbon Dust
mekores:mekanismore:100, Dark Iron Crystal
mekores:mekanismore:101, Dark Iron Shard
mekores:mekanismore:102, Dark Iron Clump
mekores:mekanismore:103, Dirty Dark Iron Dust
mekores:mekanismore:104, Dark Iron Dust
mekores:mekanismore:105, Tungsten Crystal
mekores:mekanismore:106, Tungsten Shard
mekores:mekanismore:107, Tungsten Clump
mekores:mekanismore:108, Dirty Tungsten Dust
mekores:mekanismore:109, Tungsten Dust
mekores:mekanismore:110, Zinc Crystal
mekores:mekanismore:111, Zinc Shard
mekores:mekanismore:112, Zinc Clump
mekores:mekanismore:113, Dirty Zinc Dust
mekores:mekanismore:114, Zinc Dust
mekores:mekanismore:115, Mercury Crystal
mekores:mekanismore:116, Mercury Shard
mekores:mekanismore:117, Mercury Clump
mekores:mekanismore:118, Dirty Mercury Dust
mekores:mekanismore:119, Mercury Dust
mekores:mekanismore:120, Palladium Crystal
mekores:mekanismore:121, Palladium Shard
mekores:mekanismore:122, Palladium Clump
mekores:mekanismore:123, Dirty Palladium Dust
mekores:mekanismore:124, Palladium Dust
mekores:mekanismore:125, Dilithium Crystal
mekores:mekanismore:126, Dilithium Shard
mekores:mekanismore:127, Dilithium Clump
mekores:mekanismore:128, Dirty Dilithium Dust
mekores:mekanismore:129, Dilithium Dust
mekores:mekanismore:130, Adamantine Crystal
mekores:mekanismore:131, Adamantine Shard
mekores:mekanismore:132, Adamantine Clump
mekores:mekanismore:133, Dirty Adamantine Dust
mekores:mekanismore:134, Adamantine Dust
mekores:mekanismore:135, Alduorite Crystal
mekores:mekanismore:136, Alduorite Shard
mekores:mekanismore:137, Alduorite Clump
mekores:mekanismore:138, Dirty Alduorite Dust
mekores:mekanismore:139, Alduorite Dust
mekores:mekanismore:140, Astral Silver Crystal
mekores:mekanismore:141, Astral Silver Shard
mekores:mekanismore:142, Astral Silver Clump
mekores:mekanismore:143, Dirty Astral Silver Dust
mekores:mekanismore:144, Astral Silver Dust
mekores:mekanismore:145, Atlarus Crystal
mekores:mekanismore:146, Atlarus Shard
mekores:mekanismore:147, Atlarus Clump
mekores:mekanismore:148, Dirty Atlarus Dust
mekores:mekanismore:149, Atlarus Dust
mekores:mekanismore:150, Carmot Crystal
mekores:mekanismore:151, Carmot Shard
mekores:mekanismore:152, Carmot Clump
mekores:mekanismore:153, Dirty Carmot Dust
mekores:mekanismore:154, Carmot Dust
mekores:mekanismore:155, Ceruclase Crystal
mekores:mekanismore:156, Ceruclase Shard
mekores:mekanismore:157, Ceruclase Clump
mekores:mekanismore:158, Dirty Ceruclase Dust
mekores:mekanismore:159, Ceruclase Dust
mekores:mekanismore:160, Deep Iron Crystal
mekores:mekanismore:161, Deep Iron Shard
mekores:mekanismore:162, Deep Iron Clump
mekores:mekanismore:163, Dirty Deep Iron Dust
mekores:mekanismore:164, Deep Iron Dust
mekores:mekanismore:165, Eximite Crystal
mekores:mekanismore:166, Eximite Shard
mekores:mekanismore:167, Eximite Clump
mekores:mekanismore:168, Dirty Eximite Dust
mekores:mekanismore:169, Eximite Dust
mekores:mekanismore:170, Ignatius Crystal
mekores:mekanismore:171, Ignatius Shard
mekores:mekanismore:172, Ignatius Clump
mekores:mekanismore:173, Dirty Ignatius Dust
mekores:mekanismore:174, Ignatius Dust
mekores:mekanismore:175, Infuscolium Crystal
mekores:mekanismore:176, Infuscolium Shard
mekores:mekanismore:177, Infuscolium Clump
mekores:mekanismore:178, Dirty Infuscolium Dust
mekores:mekanismore:179, Infuscolium Dust
mekores:mekanismore:180, Kalendrite Crystal
mekores:mekanismore:181, Kalendrite Shard
mekores:mekanismore:182, Kalendrite Clump
mekores:mekanismore:183, Dirty Kalendrite Dust
mekores:mekanismore:184, Kalendrite Dust
mekores:mekanismore:185, Lemurite Crystal
mekores:mekanismore:186, Lemurite Shard
mekores:mekanismore:187, Lemurite Clump
mekores:mekanismore:188, Dirty Lemurite Dust
mekores:mekanismore:189, Lemurite Dust
mekores:mekanismore:190, Manganese Crystal
mekores:mekanismore:191, Manganese Shard
mekores:mekanismore:192, Manganese Clump
mekores:mekanismore:193, Dirty Manganese Dust
mekores:mekanismore:194, Manganese Dust
mekores:mekanismore:195, Meutoite Crystal
mekores:mekanismore:196, Meutoite Shard
mekores:mekanismore:197, Meutoite Clump
mekores:mekanismore:198, Dirty Meutoite Dust
mekores:mekanismore:199, Meutoite Dust
mekores:mekanismore:200, Midasium Crystal
mekores:mekanismore:201, Midasium Shard
mekores:mekanismore:202, Midasium Clump
mekores:mekanismore:203, Dirty Midasium Dust
mekores:mekanismore:204, Midasium Dust
mekores:mekanismore:205, Orichalcum Crystal
mekores:mekanismore:206, Orichalcum Shard
mekores:mekanismore:207, Orichalcum Clump
mekores:mekanismore:208, Dirty Orichalcum Dust
mekores:mekanismore:209, Orichalcum Dust
mekores:mekanismore:210, Oureclase Crystal
mekores:mekanismore:211, Oureclase Shard
mekores:mekanismore:212, Oureclase Clump
mekores:mekanismore:213, Dirty Oureclase Dust
mekores:mekanismore:214, Oureclase Dust
mekores:mekanismore:215, Prometheum Crystal
mekores:mekanismore:216, Prometheum Shard
mekores:mekanismore:217, Prometheum Clump
mekores:mekanismore:218, Dirty Prometheum Dust
mekores:mekanismore:219, Prometheum Dust
mekores:mekanismore:220, Rubracium Crystal
mekores:mekanismore:221, Rubracium Shard
mekores:mekanismore:222, Rubracium Clump
mekores:mekanismore:223, Dirty Rubracium Dust
mekores:mekanismore:224, Rubracium Dust
mekores:mekanismore:225, Sanguinite Crystal
mekores:mekanismore:226, Sanguinite Shard
mekores:mekanismore:227, Sanguinite Clump
mekores:mekanismore:228, Dirty Sanguinite Dust
mekores:mekanismore:229, Sanguinite Dust
mekores:mekanismore:230, Shadow Iron Crystal
mekores:mekanismore:231, Shadow Iron Shard
mekores:mekanismore:232, Shadow Iron Clump
mekores:mekanismore:233, Dirty Shadow Iron Dust
mekores:mekanismore:234, Shadow Iron Dust
mekores:mekanismore:235, Vulcanite Crystal
mekores:mekanismore:236, Vulcanite Shard
mekores:mekanismore:237, Vulcanite Clump
mekores:mekanismore:238, Dirty Vulcanite Dust
mekores:mekanismore:239, Vulcanite Dust
mekores:mekanismore:240, Vyroxeres Crystal
mekores:mekanismore:241, Vyroxeres Shard
mekores:mekanismore:242, Vyroxeres Clump
mekores:mekanismore:243, Dirty Vyroxeres Dust
mekores:mekanismore:244, Vyroxeres Dust
mekores:mekanismore:245, Tiberium Crystal
mekores:mekanismore:246, Tiberium Shard
mekores:mekanismore:247, Tiberium Clump
mekores:mekanismore:248, Dirty Tiberium Dust
mekores:mekanismore:249, Tiberium Dust
mekores:mekanismore:250, Aurorium Crystal
mekores:mekanismore:251, Aurorium Shard
mekores:mekanismore:252, Aurorium Clump
mekores:mekanismore:253, Dirty Aurorium Dust
mekores:mekanismore:254, Aurorium Dust
mekores:mekanismore:255, Duranite Crystal
mekores:mekanismore:256, Duranite Shard
mekores:mekanismore:257, Duranite Clump
mekores:mekanismore:258, Dirty Duranite Dust
mekores:mekanismore:259, Duranite Dust
mekores:mekanismore:260, Valyrium Crystal
mekores:mekanismore:261, Valyrium Shard
mekores:mekanismore:262, Valyrium Clump
mekores:mekanismore:263, Dirty Valyrium Dust
mekores:mekanismore:264, Valyrium Dust
mekores:mekanismore:265, Vibranium Crystal
mekores:mekanismore:266, Vibranium Shard
mekores:mekanismore:267, Vibranium Clump
mekores:mekanismore:268, Dirty Vibranium Dust
mekores:mekanismore:269, Vibranium Dust
mekores:mekanismore:270, Karmesine Crystal
mekores:mekanismore:271, Karmesine Shard
mekores:mekanismore:272, Karmesine Clump
mekores:mekanismore:273, Dirty Karmesine Dust
mekores:mekanismore:274, Karmesine Dust
mekores:mekanismore:275, Ovium Crystal
mekores:mekanismore:276, Ovium Shard
mekores:mekanismore:277, Ovium Clump
mekores:mekanismore:278, Dirty Ovium Dust
mekores:mekanismore:279, Ovium Dust
mekores:mekanismore:280, Jauxum Crystal
mekores:mekanismore:281, Jauxum Shard
mekores:mekanismore:282, Jauxum Clump
mekores:mekanismore:283, Dirty Jauxum Dust
mekores:mekanismore:284, Jauxum Dust
mekores:mekanismore:285, Uru Crystal
mekores:mekanismore:286, Uru Shard
mekores:mekanismore:287, Uru Clump
mekores:mekanismore:288, Dirty Uru Dust
mekores:mekanismore:289, Uru Dust
mekores:mekanismore:290, Osram Crystal
mekores:mekanismore:291, Osram Shard
mekores:mekanismore:292, Osram Clump
mekores:mekanismore:293, Dirty Osram Dust
mekores:mekanismore:294, Osram Dust
mekores:mekanismore:295, Eezo Crystal
mekores:mekanismore:296, Eezo Shard
mekores:mekanismore:297, Eezo Clump
mekores:mekanismore:298, Dirty Eezo Dust
mekores:mekanismore:299, Eezo Dust
mekores:mekanismore:300, Abyssum Crystal
mekores:mekanismore:301, Abyssum Shard
mekores:mekanismore:302, Abyssum Clump
mekores:mekanismore:303, Dirty Abyssum Dust
mekores:mekanismore:304, Abyssum Dust
mekores:mekanismore:305, Vanadium Crystal
mekores:mekanismore:306, Vanadium Shard
mekores:mekanismore:307, Vanadium Clump
mekores:mekanismore:308, Dirty Vanadium Dust
mekores:mekanismore:309, Vanadium Dust
mekores:mekanismore:310, Baronyte Crystal
mekores:mekanismore:311, Baronyte Shard
mekores:mekanismore:312, Baronyte Clump
mekores:mekanismore:313, Dirty Baronyte Dust
mekores:mekanismore:314, Baronyte Dust
mekores:mekanismore:315, Blazium Crystal
mekores:mekanismore:316, Blazium Shard
mekores:mekanismore:317, Blazium Clump
mekores:mekanismore:318, Dirty Blazium Dust
mekores:mekanismore:319, Blazium Dust
mekores:mekanismore:320, Elecanium Crystal
mekores:mekanismore:321, Elecanium Shard
mekores:mekanismore:322, Elecanium Clump
mekores:mekanismore:323, Dirty Elecanium Dust
mekores:mekanismore:324, Elecanium Dust
mekores:mekanismore:325, Emberstone Crystal
mekores:mekanismore:326, Emberstone Shard
mekores:mekanismore:327, Emberstone Clump
mekores:mekanismore:328, Dirty Emberstone Dust
mekores:mekanismore:329, Emberstone Dust
mekores:mekanismore:330, Ghastly Crystal
mekores:mekanismore:331, Ghastly Shard
mekores:mekanismore:332, Ghastly Clump
mekores:mekanismore:333, Dirty Ghastly Dust
mekores:mekanismore:334, Ghastly Dust
mekores:mekanismore:335, Ghoulish Crystal
mekores:mekanismore:336, Ghoulish Shard
mekores:mekanismore:337, Ghoulish Clump
mekores:mekanismore:338, Dirty Ghoulish Dust
mekores:mekanismore:339, Ghoulish Dust
mekores:mekanismore:340, Limonite Crystal
mekores:mekanismore:341, Limonite Shard
mekores:mekanismore:342, Limonite Clump
mekores:mekanismore:343, Dirty Limonite Dust
mekores:mekanismore:344, Limonite Dust
mekores:mekanismore:345, Lyon Crystal
mekores:mekanismore:346, Lyon Shard
mekores:mekanismore:347, Lyon Clump
mekores:mekanismore:348, Dirty Lyon Dust
mekores:mekanismore:349, Lyon Dust
mekores:mekanismore:350, Mystite Crystal
mekores:mekanismore:351, Mystite Shard
mekores:mekanismore:352, Mystite Clump
mekores:mekanismore:353, Dirty Mystite Dust
mekores:mekanismore:354, Mystite Dust
mekores:mekanismore:355, Rosite Crystal
mekores:mekanismore:356, Rosite Shard
mekores:mekanismore:357, Rosite Clump
mekores:mekanismore:358, Dirty Rosite Dust
mekores:mekanismore:359, Rosite Dust
mekores:mekanismore:360, Shyrestone Crystal
mekores:mekanismore:361, Shyrestone Shard
mekores:mekanismore:362, Shyrestone Clump
mekores:mekanismore:363, Dirty Shyrestone Dust
mekores:mekanismore:364, Shyrestone Dust
mekores:mekanismore:365, Varsium Crystal
mekores:mekanismore:366, Varsium Shard
mekores:mekanismore:367, Varsium Clump
mekores:mekanismore:368, Dirty Varsium Dust
mekores:mekanismore:369, Varsium Dust
mekores:mekanismore:370, Tritanium Crystal
mekores:mekanismore:371, Tritanium Shard
mekores:mekanismore:372, Tritanium Clump
mekores:mekanismore:373, Dirty Tritanium Dust
mekores:mekanismore:374, Tritanium Dust
mekores:mekanismore:375, Lutetium Crystal
mekores:mekanismore:376, Lutetium Shard
mekores:mekanismore:377, Lutetium Clump
mekores:mekanismore:378, Dirty Lutetium Dust
mekores:mekanismore:379, Lutetium Dust
mia:music_player, Music Player
mia:armored_glass, Armored Glass
mia:packed_paper:0, Packed Paper
mia:packed_paper:1, Packed Paper
mia:packed_paper:2, Packed Paper
mia:packed_paper:3, Packed Paper
mia:torch_gold:0, Golden Torch
mia:torch_gold:1, Golden Torch
mia:flower_dead, Dead Flower
mia:door_stone, Stone Door
mia:redstone_lantern, Redstone Lantern
mia:void_creator, Void Creator
omlib:debug_tool, Debug Tool
omlib:fake_sword, item.fake_sword.name
omlib:multi_tool, item.multi_tool.name
omlib:network_cable, tile.network_cable.name
openmodularturrets:intermediate_tiered:0, Sensor (Tier 1)
openmodularturrets:intermediate_tiered:1, Sensor (Tier 2)
openmodularturrets:intermediate_tiered:2, Sensor (Tier 3)
openmodularturrets:intermediate_tiered:3, Sensor (Tier 4)
openmodularturrets:intermediate_tiered:4, Sensor (Tier 5)
openmodularturrets:intermediate_tiered:5, Chamber (Tier 1)
openmodularturrets:intermediate_tiered:6, Chamber (Tier 2)
openmodularturrets:intermediate_tiered:7, Chamber (Tier 3)
openmodularturrets:intermediate_tiered:8, Chamber (Tier 4)
openmodularturrets:intermediate_tiered:9, Chamber (Tier 5)
openmodularturrets:intermediate_tiered:10, Barrel (Tier 1)
openmodularturrets:intermediate_tiered:11, Barrel (Tier 2)
openmodularturrets:intermediate_tiered:12, Barrel (Tier 3)
openmodularturrets:intermediate_tiered:13, Barrel (Tier 4)
openmodularturrets:intermediate_tiered:14, Barrel (Tier 5)
openmodularturrets:intermediate_regular:0, IO Bus
openmodularturrets:addon_meta:0, Addon - Turret Concealer
openmodularturrets:addon_meta:1, Addon - Damage Boost
openmodularturrets:addon_meta:2, Addon - Potentia Converter
openmodularturrets:addon_meta:3, Addon - Recycler
openmodularturrets:addon_meta:4, Addon - Redstone Reactor
openmodularturrets:addon_meta:5, Addon - Serial Port
openmodularturrets:addon_meta:6, Addon - Solar Panel
openmodularturrets:addon_meta:7, Addon - Fake Drops
openmodularturrets:upgrade_meta:0, Upgrade - Accuracy
openmodularturrets:upgrade_meta:1, Upgrade - Efficiency
openmodularturrets:upgrade_meta:2, Upgrade - Fire Rate
openmodularturrets:upgrade_meta:3, Upgrade - Range
openmodularturrets:upgrade_meta:4, Upgrade - Scatter Shot
openmodularturrets:ammo_meta:0, Ammo - Blazing Clay
